date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:01:38	8404/8404	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-100italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-100italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:39	7932/7932	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-200.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-200.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:40	8720/8720	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-200italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-200italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:41	7840/7840	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-300.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-300.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:42	8712/8712	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-300italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-300italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:43	7884/7884	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:44	8668/8668	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:46	7748/7748	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-500.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-500.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:47	8504/8504	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-500italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-500italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:48	8000/8000	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-600.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-600.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:49	8724/8724	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-600italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-600italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:50	7816/7816	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-700.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-700.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:51	8596/8596	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-700italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-700italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:52	7824/7824	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-800.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-800.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:53	8680/8680	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-800italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-800italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:54	7632/7632	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-900.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-900.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:55	8488/8488	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-900italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/poppins-v20-latin-900italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:56	22652/22652	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/satisfy-v17-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/satisfy-v17-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:57	23592/23592	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/forum-v16-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/forum-v16-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:58	10032/10032	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-200.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-200.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:01:59	10104/10104	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-300.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-300.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:00	9840/9840	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:01	10260/10260	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-500.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-500.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:02	10276/10276	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-600.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/oswald-v48-latin-600.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:03	19784/19784	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-regular.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-regular.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:04	19836/19836	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:05	20960/20960	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-500.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-500.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:06	20988/20988	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-500italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-500italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:07	21072/21072	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-600.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-600.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:08	21072/21072	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-600italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-600italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:09	21012/21012	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-700.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-700.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:10	21092/21092	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-700italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-700italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:11	21036/21036	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-800.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-800.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:12	20992/20992	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-800italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-800italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:13	20256/20256	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-900.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-900.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:14	19736/19736	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Feb%202025%2018:19:04%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-900italic.woff2	~/hugo/vakinhasdobem.org/salveohugo/wp-content/themes/yith-wonder/assets/fonts/playfair-display-v29-latin-900italic.woff2	(from https://vakinhasdobem.org/salveohugo/)
00:02:16	143709/143709	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:03:46%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js?ver=8.4.5	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a494a4.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:17	6263/6263	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:02:36%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/webpack-pro.runtime.min401f.js?ver=3.25.4	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/webpack-pro.runtime.min401f401f.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:18	5350/5350	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:03:46%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/webpack.runtime.min3dd9.js?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/webpack.runtime.min3dd93dd9.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:21	59749/59749	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:03:46%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/frontend-modules.min3dd9.js?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/frontend-modules.min3dd93dd9.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:22	4776/4776	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2030%20Sep%202024%2008:11:32%20GMT	https://vakinhasdobem.org/salveohugo/wp-includes/js/dist/hooks.min4fdd.js?ver=4d63a3d491d11ffd8ac6	~/hugo/vakinhasdobem.org/salveohugo/wp-includes/js/dist/hooks.min4fdd4fdd.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:23	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2019:53:16%20GMT	https://vakinhasdobem.org/salveohugo/wp-includes/js/dist/i18n.minc33c.js?ver=5e580eb46a90c2b997e6	~/hugo/vakinhasdobem.org/salveohugo/wp-includes/js/dist/i18n.minc33cc33c.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:24	24914/24914	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:02:36%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/frontend.min401f.js?ver=3.25.4	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/frontend.min401f401f.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:25	21464/21464	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2027%20Jun%202024%2015:55:22%20GMT	https://vakinhasdobem.org/salveohugo/wp-includes/js/jquery/ui/core.minb37e.js?ver=1.13.3	~/hugo/vakinhasdobem.org/salveohugo/wp-includes/js/jquery/ui/core.minb37eb37e.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:26	44252/44252	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:03:46%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/frontend.min3dd9.js?ver=3.27.6	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/elementor/assets/js/frontend.min3dd93dd9.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:27	42908/42908	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Feb%202025%2022:02:36%20GMT	https://vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/elements-handlers.min401f.js?ver=3.25.4	~/hugo/vakinhasdobem.org/salveohugo/wp-content/plugins/Elementor%20Pro%20v3.25.4%20-%20The%20Most%20Advanced%20Website%20Builder%20Plugin/assets/js/elements-handlers.min401f401f.js	(from https://vakinhasdobem.org/salveohugo/)
00:02:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2003:02:28%20GMT	https://vakinhasdobem.org/salveohugo/comments/feed/%22https://gravatar.com/%22>Gravatar</a>.]]	~/hugo/vakinhasdobem.org/salveohugo/comments/feed/_https_/gravatar.com/__Gravatar_/a_.]]	(from https://vakinhasdobem.org/salveohugo/comments/feed/index.html)
00:02:30	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2018%20Mar%202025%2003:02:29%20GMT	https://vakinhasdobem.org/salveohugo/xmlrpc0db0.php?rsd	~/hugo/vakinhasdobem.org/salveohugo/xmlrpc0db00db0.html	(from https://vakinhasdobem.org/salveohugo/)
00:02:33	74049596/74049596	---M--	200	added ('OK')	video/mp4	date:Thu,%2013%20Mar%202025%2005:12:04%20GMT	https://vakinhasdobem.org/salveohugo/video.mp4	~/hugo/vakinhasdobem.org/salveohugo/video.mp4	(from https://vakinhasdobem.org/salveohugo/)
00:02:34	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2018%20Mar%202025%2003:02:33%20GMT	https://vakinhasdobem.org/salveohugo/xmlrpc0db0.php?rsd	~/hugo/vakinhasdobem.org/salveohugo/xmlrpc0db00db0.html	(from https://vakinhasdobem.org/salveohugo/)
